Zebrafish gene name	ZMEL1 - rep1	ZMEL1 - rep2	ZMEL1 - rep3	ZMELR1 - rep1	ZMELR1 - rep2	ZMELR1 - rep3
CABZ01093075.1	0	0	1	0	1	2
CABZ01094029.1	0	0	0	0	0	0
CABZ01094378.1	30	52	44	35	80	32
CABZ01095083.1	1	1	0	1	6	1
CABZ01095157.1	0	1	12	8	2	5
CABZ01096573.1	8	27	16	9	25	0
CABZ01097761.1	3	3	4	2	2	4
CABZ01099880.1	3	2	2	0	6	3
CABZ01099881.1	0	2	0	0	0	2
CABZ01099890.1	7	12	12	2	3	6
CABZ01099929.1	4	26	18	10	33	4
CABZ01100187.1	37	45	29	21	28	5
CABZ01100215.1	5	1	1	2	3	0
CABZ01100267.1	19	65	7	49	60	4
CABZ01100278.1	1	0	0	1	1	1
CABZ01100304.1	3	7	5	3	4	4
CABZ01100326.1	12	20	32	40	37	65
CABZ01100973.1	1	1	0	0	1	5
CABZ01101003.1	197	184	213	70	81	136
CABZ01101954.1	1	2	2	0	2	0
CABZ01102038.1	35	34	52	117	126	164
CABZ01102039.1	6	10	11	17	17	7
CABZ01102040.1	3	2	3	1	9	1
CABZ01102054.1	0	0	0	0	0	0
CABZ01102076.1	19	22	9	11	10	12
CABZ01102082.1	730	1141	765	477	945	372
CABZ01102109.1	16	19	11	37	53	13
CABZ01102169.1	0	0	0	0	0	0
CABZ01102230.1	575	1124	869	743	1358	520
CABZ01102274.1	0	0	0	0	0	0
CABZ01102516.1	0	1	0	0	0	0
CABZ01102518.1	0	3	0	0	3	1
CABZ01102527.1	963	1120	722	438	824	308
CABZ01103841.1	0	1	0	0	0	1
CABZ01103847.1	1	0	1	0	1	0
CABZ01103862.1	958	1293	920	1005	1487	553
CABZ01104063.1	0	0	0	0	0	0
CABZ01108997.2	576	1007	729	614	1097	409
CABZ01109105.1	3	2	0	0	0	1
CABZ01109599.1	45	63	58	34	52	27
CABZ01109624.1	46	90	79	11	33	3
CABZ01109647.1	4	5	8	11	4	2
CABZ01109737.1	0	0	0	0	0	0
CABZ01110305.1	7	12	6	17	23	15
CABZ01111454.1	194	444	389	279	540	296
CABZ01111458.1	0	1	2	0	0	0
CABZ01111480.1	0	0	0	0	0	0
CABZ01111496.1	2482	6653	6596	3000	7863	2619
CABZ01111604.1	15	245	55	28	31	4
CABZ01111623.1	426	604	1336	505	847	892
CABZ01111926.1	0	2	0	0	0	0
CABZ01111935.1	30	94	98	65	133	125
CABZ01111936.1	21	21	38	24	42	34
CABZ01111936.2	11	31	44	21	66	39
CABZ01111953.1	25	18	14	73	90	16
CABZ01111990.1	1	2	2	5	9	7
CABZ01112027.1	0	0	0	0	0	0
CABZ01112049.2	19	25	26	13	37	23
CABZ01112210.1	267	222	260	222	253	92
CABZ01112215.1	0	0	0	0	0	0
CABZ01112215.2	0	0	0	0	0	0
CABZ01112249.1	0	0	0	0	0	0
CABZ01112331.1	867	1147	744	425	746	261
CABZ01112358.1	2963	6489	4968	5193	10231	4931
CABZ01112387.1	1	1	0	0	0	1
CABZ01112401.1	1	0	4	1	1	0
CABZ01112430.1	0	0	0	0	0	0
CABZ01112436.1	4	2	4	6	7	3
CABZ01112548.1	3	38	23	10	32	11
CABZ01112647.1	0	0	1	2	2	2
CABZ01112729.1	6	6	7	2	10	3
CABZ01112732.1	112	144	132	55	124	9
CABZ01112777.1	24	105	18	25	86	0
CABZ01112877.1	82	262	290	147	373	170
CABZ01112907.1	23	34	14	6	25	7
CABZ01113057.1	73	156	93	57	102	65
CABZ01113061.1	219	790	401	341	575	276
CABZ01113152.1	258	1079	390	447	1423	38
CABZ01113191.1	10	14	4	4	13	1
CABZ01113374.2	0	1	1	0	3	1
CABZ01113414.1	414	488	357	585	893	301
CABZ01113582.1	3	0	2	3	1	1
CABZ01113815.1	1655	3307	2165	1294	2643	1345
CABZ01113899.1	103	286	228	102	294	111
CABZ01113978.1	153	463	348	112	175	255
CABZ01113980.1	0	0	0	0	0	0
CABZ01114051.1	6	24	26	32	31	24
CABZ01114082.1	1	0	0	0	2	0
CABZ01114089.1	1006	986	979	1483	2042	916
CABZ01114098.1	16	33	19	16	45	3
CABZ01114120.1	0	0	0	0	0	0
CABZ01115256.1	28	54	78	69	101	57
CABZ01115322.1	219	288	196	85	186	19
CABZ01115725.1	39	35	21	36	53	15
CABZ01115881.1	1	3	4	2	1	1
CABZ01117079.1	495	396	452	441	614	221
CABZ01117094.1	28	102	108	105	255	99
CABZ01117349.1	788	1074	655	668	1197	386
CABZ01117437.1	0	0	4	0	0	1
CABZ01117452.1	1	3	3	2	1	1
CABZ01117519.1	3	2	5	2	5	3
CABZ01117534.1	0	0	0	0	0	0
CABZ01117575.1	0	0	0	3	2	1
CABZ01117603.1	0	3	6	1	1	2
CABZ01117605.1	1	3	5	1	3	0
CABZ01117756.1	3	7	10	4	11	15
CABZ01117832.1	7	18	7	5	4	4
CABZ01117977.1	9	48	58	26	57	135
CABZ01118004.1	1	3	2	1	2	0
CABZ01118047.1	4	6	12	6	11	2
CABZ01118266.1	81	94	90	34	55	31
CABZ01118317.1	119	177	174	61	133	171
CABZ01118627.1	1	3	2	0	2	1
CABZ01118678.1	0	0	0	0	0	0
CABZ01118678.2	6	6	13	3	7	3
CABZ01118769.1	29	49	41	10	27	11
CABZ01118775.1	0	0	2	1	1	0
CACFD1	107	240	301	137	322	193
cachd1	915	1432	919	1650	3361	1196
cacna1aa	91	97	127	106	137	55
cacna1ab	0	4	8	6	10	1
cacna1ba	14	36	17	10	29	15
cacna1bb	113	315	385	86	246	38
cacna1c	5	17	12	24	47	32
cacna1da	12	39	11	21	62	8
cacna1db	3	13	6	3	4	4
cacna1f	11	8	22	8	12	9
cacna1g	3	14	10	2	7	6
cacna1ha	10	15	11	29	41	10
cacna1hb	1	1	0	2	2	0
cacna1i	9	3	22	12	18	30
cacna1r	154	298	270	66	60	53
cacna1sa	7	13	7	0	5	5
cacna1sb	15	28	38	16	21	36
cacna2d1a	55	69	99	48	57	74
cacna2d2	1	3	2	8	13	3
cacna2d3	7	5	5	3	3	0
cacna2d4a	1	1	3	6	6	6
cacna2d4b	37	37	54	13	37	9
cacnb1	75	128	143	234	348	112
cacnb2a	561	1011	654	644	1167	534
cacnb2b	20	22	22	14	39	11
cacnb3a	7	19	18	28	75	11
cacnb3b	133	300	566	340	839	174
cacnb4a	1	0	0	1	2	0
cacnb4b	3378	4877	2307	1300	2817	410
cacng1	1	0	1	0	2	0
cacng2a	382	470	364	418	457	263
cacng2b	4	1	3	5	9	7
cacng3a	0	0	0	0	0	0
cacng3b	6	6	0	10	16	12
cacng4	9	48	34	11	25	20
cacng5a	22	31	27	27	41	20
cacng5b	0	1	4	13	18	7
cacng6a	1	3	6	0	1	0
cacng6b	2	5	10	2	8	3
cacng7a	25	44	42	14	20	15
cacng7b	17	11	12	14	9	35
cacng8a	2	3	1	4	5	3
cacng8b	43	71	21	29	74	8
cactin	2880	4061	3512	2929	5265	2111
CACUL1	178	106	85	134	137	68
cacybp	9780	7725	11391	8176	8959	5682
cad	32865	64205	45922	21760	54947	21021
cadm1a	745	1950	2023	1190	2770	519
cadm1b	21	36	78	35	42	20
cadm2a	7	18	12	3	4	11
cadm2b	1	2	1	6	12	0
cadm3	554	1394	356	869	1427	331
cadm4	53	50	33	35	64	15
cadps2	20	34	12	9	11	12
cadpsa	86	116	301	229	426	164
cadpsb	37	47	43	66	155	36
cahz	0	0	0	0	0	2
calb1	3	0	0	1	3	1
calb2a	4	3	6	1	3	0
calb2b	8	6	12	16	21	28
calca	0	1	1	4	3	4
calcoco1a	12316	12186	17767	18232	25494	13177
calcoco1b	40	59	45	89	146	68
calcoco2	105	55	117	65	64	76
calcr	45	25	116	1012	1340	691
calcrla	39	47	25	83	126	11
calcrlb	112	130	82	24	48	22
cald1	1794	3285	5676	463	1095	404
cald1l	1759	3589	958	1351	2607	210
calhm1	0	0	0	0	1	0
calhm2	1083	967	1324	1357	1748	661
calhm3	1	2	3	1	5	1
calm1a	109921	117090	127598	105717	156105	40181
calm1b	3340	4220	4759	3130	4857	2968
calm2a	14314	15588	8912	7567	15693	1157
calm3a	15411	13175	11816	9028	12422	2335
calm3b	12002	11732	11492	16987	20770	6252
calml4a	18	13	15	14	15	8
calml4b	1	0	1	0	1	0
caln2	3	4	2	1	4	2
calr	9713	9339	8822	10900	12373	4376
calrl	32476	45681	34712	29434	48642	10333
calrl2	7855	7324	7282	5455	6358	1071
calua	3228	4145	2498	1838	3246	969
calub	3522	4164	4352	2381	3915	1012
caly	6	6	11	4	13	6
camk1da	1	3	2	3	10	2
camk1db	4	2	2	0	3	2
camk1ga	112	92	176	94	69	159
camk1gb	13	14	11	17	14	11
camk2a	114	144	95	130	200	47
camk2b1	862	1571	1168	1490	2944	837
camk2b2	3	3	3	1	0	3
camk2d1	0	3	1	3	1	3
camk2d2	2	4	5	2	6	1
camk2g1	3599	5294	3269	5141	8088	2257
camk2n1a	252	384	216	156	293	205
camk2n1b	0	1	2	0	0	0
camk2n2	4	5	1	19	26	9
camk4	59	86	41	78	137	25
camkk1	73	150	137	109	207	54
CAMKK2	805	996	1017	1725	2663	1129
camkmt	641	934	794	528	1101	322
camkva	1	8	5	1	3	1
camkvb	12	7	5	6	10	4
camkvl	62	96	32	9	20	4
camlg	4806	4469	4156	3656	5264	2079
camsap1a	339	537	456	737	1353	676
camsap1b	1248	1840	1622	1677	2894	1404
camsap2	453	836	769	595	1176	519
camta1a	158	330	178	65	167	48
camta2	199	554	460	282	649	288
CAMTA2	806	1511	1247	939	1826	952
cand1	5863	9083	7633	5359	10293	3915
cand2	12	13	16	4	11	8
cant1a	1607	1820	1778	5507	7930	3458
cant1b	5	3	4	0	1	4
canx	42996	65075	60143	24987	45915	25736
cap1	6804	10748	6865	4681	9289	2717
cap2	80	114	108	23	42	26
capga	156	94	167	460	465	298
capgb	174	86	349	133	101	128
capn10	955	1337	1218	1206	2132	941
capn12	21	38	17	7	16	1
CAPN15	2151	3157	3144	2638	4721	2045
capn1a	3977	3694	3700	6844	9032	2740
capn1b	425	552	414	384	640	387
capn2a	3541	3785	3881	12218	18574	6315
capn2b	1341	1809	875	2710	4681	1251
capn2l	4	2	6	5	14	5
capn3a	3	11	13	7	10	8
capn3b	10	15	10	13	19	14
capn5a	1547	1271	2665	1524	1450	2819
capn5b	1	4	1	2	3	1
capn7	1299	1603	1648	1698	2601	1347
capn8	0	0	2	2	4	1
capn9	9	16	10	7	21	8
capns1a	5850	4383	4910	10816	10212	3031
capns1b	5228	3887	4771	6672	6605	2837
caprin1a	5132	6867	6023	3419	6224	3174
caprin1b	38309	38893	46618	50520	59193	59285
caprin2	900	1340	808	254	499	152
caps2	77	129	158	56	114	39
capsla	1	1	3	2	1	2
capslb	0	1	2	0	0	0
capza1a	4790	5648	5614	5181	8324	3605
capza1b	8952	11311	8210	6825	12945	4330
capzb	9646	11660	8744	8845	14955	5486
car15	1	1	1	3	6	4
CARD10	1	4	5	4	5	16
card11	3	3	5	2	6	2
card14	12	14	16	36	27	22
CARD14	5	10	8	9	4	10
card9	65	58	51	66	48	37
carf	1126	1251	1028	1110	1616	634
carhsp1	816	1119	852	733	1144	486
CARKD	3001	3840	3362	10077	17296	5822
carm1	4500	6876	5427	3807	7696	3614
carm1l	180	159	258	108	142	64
cars	5727	7492	6139	3973	7794	2293
cars2	1137	1025	1463	1081	1342	502
cart1	1	0	0	0	0	0
cart2	0	0	3	5	2	0
cart4	13	6	8	4	5	2
casc1	6	5	7	7	27	20
casc3	2518	3584	2908	2184	4166	1714
casc4	2406	3122	2143	2181	3802	908
casc5	3176	5329	3617	2459	5781	558
casd1	2315	3026	2951	2760	4760	2082
caska	546	920	582	648	1065	461
caskb	1770	2476	1775	2419	4061	1496
casp2	1657	1855	1780	1990	2980	1002
casp3a	992	1364	1100	933	1237	732
casp3b	86	93	121	54	73	38
casp6	30	30	49	29	39	20
casp6l1	2	0	2	2	2	1
casp6l2	0	0	0	2	0	1
casp7	647	845	1748	473	820	642
casp8	1998	1098	3472	1951	1509	1220
casp8ap2	1824	2830	2886	2109	4058	1953
casp8l1	73	92	186	71	74	41
casp8l2	131	217	277	89	160	159
casp9	1058	1004	1208	1124	1337	1023
caspa	6	0	0	0	1	0
caspb	0	1	0	0	0	0
caspbl	2	6	5	3	10	3
casq1a	6	13	9	3	8	7
casq1b	65	67	129	53	95	108
casq2	1	5	5	3	9	2
CASR	0	0	0	0	0	1
CASS4	2	3	2	0	3	0
cast	1055	1317	1235	3093	4148	2470
casz1	76	104	94	130	194	194
cat	2075	2762	1558	2392	4086	1054
cav1	30755	21349	31568	39871	47243	31200
cav2	3887	1718	2789	9227	6144	3173
cav3	0	0	0	0	1	0
cax1	1	1	0	1	0	0
cax2	172	252	380	300	463	301
cbfa2t2	594	1391	892	720	1748	467
CBFA2T3	28	53	60	50	75	70
cbfb	26823	33183	31968	20471	32929	18240
cbl	737	1310	969	808	1518	786
cblb	5116	9157	5883	6551	12823	3855
CBLC	0	0	4	3	6	3
cbll1	591	821	709	515	928	385
cbln1	84	125	183	26	33	23
cbln12	17	10	19	14	16	10
cbln13	4	5	4	3	12	4
cbln14	0	0	0	0	0	0
cbln18	2	6	6	7	13	8
cbln20	8	7	14	2	1	1
cbln2a	139	141	89	52	113	9
cbln2b	7	2	4	2	0	0
cbln4	1	2	3	2	0	2
cbln5	1	2	0	1	3	1
cbln7	0	0	0	0	0	0
cbln8	0	3	4	0	1	0
cbln9	0	0	5	0	0	0
cbr1	1645	1731	2463	2515	3761	1656
cbr1l	18594	17880	17642	15999	20633	5866
cbr4	365	506	401	288	565	174
cbsa	1769	1609	2757	1213	1470	898
cbsb	16619	22625	16411	13241	24190	6460
cbwd	2140	1589	2701	1856	1915	766
cbx1a	4327	5448	4354	4822	8166	2643
cbx1b	1493	1288	1250	1182	1607	271
cbx2	958	975	787	1196	1728	616
cbx3a	115017	114146	73006	41722	60863	22111
cbx3b	1188	940	867	1626	1571	520
cbx4	22	25	40	37	35	9
cbx5	32464	36785	30958	23201	40861	10153
cbx6a	753	1411	1419	1006	2125	647
cbx6b	215	584	434	314	733	256
cbx7a	414	505	1722	984	1074	2654
cbx7b	10	11	12	18	9	14
cbx8a	111	136	122	174	249	86
cbx8b	600	581	683	916	1289	662
cby1	908	613	977	859	853	449
CC2D1A	339	974	1004	801	1588	818
cc2d1b	2032	2315	3029	1595	2506	1660
cc2d2a	1662	2585	2321	1472	2563	889
ccar1	2364	3002	2725	2423	4073	1934
CCAR2	1577	1630	1814	1980	2763	1226
ccbe1	0	0	1	0	1	0
ccbl1	751	717	860	877	1054	314
ccbl2	1314	1052	1552	1220	1462	350
ccdc101	797	761	990	834	1075	437
ccdc102a	708	919	723	528	886	296
ccdc103	44	46	22	18	27	12
ccdc104	3337	4198	2777	2762	4493	1534
CCDC105	3	6	0	0	0	1
ccdc106a	935	1058	856	1309	2046	439
ccdc106b	3	3	8	10	10	3
CCDC108	751	1253	556	1826	3124	2609
ccdc11	0	0	4	3	4	2
ccdc113	322	230	347	549	550	173
CCDC114	1	0	1	4	1	2
CCDC115	6298	3380	8191	5124	4088	3542
CCDC117	1178	858	1356	1291	1584	1271
ccdc12	893	1061	588	797	1419	476
ccdc120	6	12	5	2	7	3
ccdc124	5472	5515	4979	4668	7127	2853
ccdc125	21	18	29	132	75	55
ccdc126	5624	6057	4505	3871	5712	2883
ccdc127a	314	228	314	404	433	116
ccdc127b	1375	1234	2105	990	1235	501
ccdc129	4	7	9	1	2	2
CCDC13	263	446	358	163	259	180
ccdc130	694	732	766	721	1122	508
ccdc135	52	30	120	40	38	90
ccdc136b	91	140	114	326	380	91
ccdc137	1970	1899	2331	1695	2131	1237
CCDC138	211	221	205	119	174	43
ccdc14	99	212	135	118	252	33
CCDC142	501	651	465	432	616	207
ccdc146	3	4	10	4	10	3
ccdc147	6	5	10	4	11	6
ccdc149a	185	191	309	292	446	152
ccdc149b	908	803	937	1009	1325	614
CCDC15	151	185	185	249	339	132
CCDC150	110	195	131	60	142	57
ccdc151	16	17	14	33	21	13
ccdc153	1	3	2	1	2	1
ccdc157	212	175	299	243	205	44
CCDC167	1967	1199	1857	1506	1375	677
ccdc169	1	0	0	2	0	0
ccdc170	13	17	12	14	16	6
CCDC171	227	397	247	218	370	121
ccdc172	0	0	0	0	0	0
ccdc173	0	0	2	8	3	3
ccdc174	1565	1305	1688	1674	1902	928
ccdc175	7	11	1	9	14	6
ccdc177	45	66	36	66	124	20
CCDC178	74	53	44	4	4	7
CCDC18	926	1073	1213	901	1370	391
CCDC180	22	40	38	23	34	25
CCDC181	1	0	2	1	1	2
ccdc19	7	5	9	14	11	8
ccdc22	2805	3184	3778	2493	3823	3422
CCDC23	693	369	617	1079	793	351
ccdc24	26	26	39	39	75	8
ccdc25	9120	5803	8779	9097	7769	3335
ccdc28a	5083	3401	5818	4468	3904	3343
ccdc28b	19	37	15	12	24	7
ccdc3	0	0	0	0	0	2
CCDC30	1678	2526	2403	1838	2963	1469
ccdc33	1	1	1	0	1	0
CCDC34	752	745	614	667	885	375
CCDC36	5	4	4	2	12	5
ccdc37	0	0	0	0	0	1
CCDC39	6	8	8	5	6	3
ccdc40	163	177	152	222	280	159
ccdc41	376	434	370	346	441	142
ccdc42b	35	29	30	77	62	56
ccdc43	2712	3267	2790	2029	3255	1159
ccdc47	6502	9003	6762	5591	11040	4338
ccdc51	2113	1907	2283	1593	2129	848
ccdc53	1000	1035	1633	816	1199	1109
CCDC57	7	1	2	3	1	2
ccdc58	824	896	893	593	985	474
ccdc59	178	115	121	101	123	45
ccdc61	912	841	882	975	1427	348
ccdc64	200	340	489	76	53	84
CCDC64B	2	0	4	1	2	4
ccdc65	22	28	30	4	8	3
ccdc6a	6243	8108	7124	5169	8640	5187
ccdc6b	1984	2573	1706	1581	2744	1260
CCDC71	2726	2732	3480	3041	3803	1802
ccdc73	7	3	8	1	8	9
CCDC74B	7	8	6	4	8	2
ccdc77	1013	969	1252	643	862	309
ccdc78	5	4	10	6	7	3
ccdc79	8	7	8	4	4	1
ccdc80	1784	2325	1466	3320	4783	1258
ccdc80l1	12	20	20	19	38	20
ccdc82	3934	4635	3327	2955	4951	1339
ccdc83	6	7	11	6	8	5
ccdc84	699	606	921	828	1129	605
ccdc85a	0	8	1	4	11	11
ccdc85al	4	7	8	1	7	7
ccdc85b	1993	2438	2889	1821	2970	1022
ccdc85ca	35	25	26	27	36	7
ccdc85cb	171	212	37	195	308	5
CCDC86	6013	4804	5733	5154	5734	4216
ccdc87	7	8	12	41	51	30
ccdc88aa	521	1111	616	524	905	295
ccdc88b	67	89	215	21	41	48
ccdc88c	4348	8590	7928	3466	7267	1369
CCDC89	2	0	0	2	0	0
ccdc9	1480	2204	1839	1331	2582	925
ccdc90b	1456	688	1546	1865	1180	819
ccdc92	78	101	44	75	125	8
ccdc93	3536	3441	4738	3376	4468	2243
ccdc94	2186	2961	2574	2202	3946	1678
ccdc96	35	38	44	38	42	31
CCDC97	565	573	657	482	678	260
cck	10	3	26	24	16	51
ccl-c11b	2	3	4	2	3	0
ccl-c5a	15	10	7	10	18	21
ccl1	0	0	0	0	0	0
ccl19	1	3	1	3	2	1
ccl20	0	0	0	0	0	0
ccl25b	0	1	0	0	0	0
ccm2	794	1493	1365	1072	2115	786
ccm2l	1	2	1	1	2	7
ccna1	1	1	3	1	3	2
ccna2	3428	5145	3403	1392	3272	325
ccnb1	6173	7819	5638	3190	6864	622
ccnb1l	1	5	1	3	3	2
ccnb2	635	707	707	331	664	94
ccnb3	1980	1959	1467	1368	2306	177
ccnc	2089	1948	2477	2261	2929	1264
ccnd1	11300	14560	11344	14331	23517	6216
ccnd2a	268	617	666	439	885	357
ccnd2b	1914	1448	1700	2199	1821	1235
ccnd3	2	5	8	2	11	6
CCNDBP1	2944	3787	3557	2967	5332	2836
ccne1	635	731	613	447	908	229
ccne2	2468	2544	2835	1613	2698	848
ccnf	2155	3164	2288	1454	3006	336
ccng1	35861	29327	29011	28933	31765	12512
ccng2	1704	1371	1800	3777	3188	4069
ccnh	1301	754	1268	1428	1177	519
ccni	13494	12592	13971	26505	30707	21774
ccni2	192	182	329	243	298	233
CCNJ	27	53	45	40	67	52
CCNJL	1998	2329	2555	2245	3371	3089
ccnk	1018	1543	1415	829	1644	803
ccnl1a	15427	18738	9346	4318	6277	4886
ccnl1b	6355	7016	8444	5687	8046	5710
ccnt1	924	1900	1712	964	2125	1131
ccnt2a	2303	2931	3052	2348	3884	2232
ccnt2b	5196	7019	6349	4861	8293	4824
ccny	6027	8832	10516	5005	9087	4556
ccnyl1	956	1279	801	1109	1819	506
CCP110	161	279	220	122	317	58
ccpg1	364	434	543	571	988	533
ccr10	0	0	0	0	0	0
ccr12.2	2	0	1	0	0	2
ccr12.3	0	0	1	1	1	1
ccr6a	29	33	41	34	51	12
ccr6b	1	0	1	0	1	1
ccr7	4	6	7	6	4	6
ccr8.1	111	84	237	193	178	130
ccr9a	1	6	1	0	1	2
ccr9b	0	0	0	0	0	0
ccrn4la	312	685	784	130	367	306
ccs	392	485	422	505	780	327
ccsapb	1310	1117	1070	1638	1892	539
CCSER1	5	18	7	29	63	14
ccser2	48	165	153	109	216	167
cct2	13502	14137	13269	14578	20008	9477
cct3	46224	58518	50376	36154	67216	28010
cct4	43943	52669	40653	35509	61350	32133
cct5	66631	84347	64787	47241	91470	39642
cct6a	87584	104630	89404	76809	124033	62809
cct7	51747	50356	57468	41600	59667	29356
cct8	57330	60731	61338	47462	71173	32367
ccz1	1619	1815	1825	1410	2377	1009
CD109	49	65	80	29	68	10
cd151	2335	1732	2073	4196	4636	3731
cd151l	2660	2542	2774	2761	3378	1112
cd164	17743	18043	21912	24583	32152	18005
cd164l2	0	0	0	2	1	1
cd180	0	0	0	3	2	0
CD207	7	4	1	21	14	1
cd209	0	0	0	0	1	1
cd22	15	12	21	10	2	2
cd226	60	45	41	470	705	659
cd247l	38	44	59	46	64	19
cd248a	0	3	1	1	1	1
cd248b	1	10	4	8	10	2
CD274	328	462	846	638	1176	1642
cd276	3194	4516	2376	2256	4195	1366
cd28	18	1	9	26	21	5
cd2ap	1806	2791	2180	1912	3646	1521
cd2bp2	2414	2729	2122	1760	2783	737
cd36	1	2	1	0	1	0
CD37	76	61	35	2	0	1
cd3eap	513	555	556	478	667	402
cd4	0	2	0	1	0	2
cd40	3397	3093	9766	3073	3106	3298
cd40lg	10	10	8	29	20	6
cd44a	2	0	4	3	1	2
cd44b	8	8	7	8	4	9
CD53	17	8	20	29	35	26
cd63	13521	11766	23558	17875	23024	24187
CD68	2353	3410	7847	1033	1411	1723
cd74a	39	39	40	14	32	17
cd74b	53	44	51	43	46	15
cd79a	4	8	4	5	4	7
cd79b	0	0	0	0	0	1
cd81	16552	18860	22418	33543	48595	21452
cd82a	532	414	303	1293	1344	1441
cd82b	1099	1307	1850	1272	1874	1186
cd8a	0	2	1	0	0	0
CD93	0	0	2	6	3	0
cd99	7656	6023	6560	14599	13282	7311
cd99l2	4245	6068	5178	3877	7909	2311
cd9a	4692	4566	7990	3832	5163	4822
cd9b	22	29	139	5	1	53
cda	12	14	11	14	13	5
cdadc1	176	201	370	283	352	179
cdan1	1434	2208	2056	739	1651	348
cdc123	1060	983	1115	820	1169	547
cdc14aa	23	19	42	21	20	27
cdc14ab	503	699	661	732	989	599
cdc14b	3496	3518	3135	2671	3729	620
cdc16	872	1296	951	553	1226	341
cdc20	4361	4263	4744	1883	2952	277
cdc23	2759	3253	2772	2054	3423	934
cdc25	2628	3522	2361	2453	4392	818
cdc25d	9	6	10	3	6	33
cdc26	995	563	925	1047	969	415
cdc27	2578	3587	3125	2540	4630	1635
cdc34a	159	171	255	293	437	286
cdc34b	5922	6402	7055	7000	10102	6678
cdc37l1	829	935	832	1024	1571	845
cdc40	4087	5451	4466	3732	6860	2666
cdc42	8356	10711	7401	7705	12948	4668
cdc42bpb	3141	5532	3793	4219	8200	3403
cdc42ep1b	2552	3366	2876	2653	4167	2541
cdc42ep2	14	23	18	26	43	7
cdc42ep3	95	150	11	333	643	17
cdc42ep4a	2242	3399	2407	1904	4036	873
cdc42ep4b	3416	4007	3684	5388	7803	4400
cdc42l	11988	13714	13013	11080	17147	8298
cdc42l2	545	246	589	572	395	325
cdc42se1	5711	5395	10800	12124	20038	12469
CDC42SE2	263	685	343	650	1581	317
cdc45	2149	2421	2488	1178	1903	268
cdc5l	9298	11197	9101	9447	15434	6419
cdc6	1421	1680	1325	768	1485	220
cdc7	845	1025	1017	450	845	182
cdc73	2886	3852	3389	2909	5019	2102
CDCA2	3641	5205	3767	2719	5880	642
CDCA4	3333	3566	4975	3874	5466	2432
cdca5	2134	2793	2282	1338	2676	343
cdca7a	2181	2628	1113	836	1635	149
cdca7b	4122	5058	3403	3235	6393	618
cdca8	11624	10709	11208	6169	9482	1125
cdca9	11	6	5	8	11	4
cdcp1a	207	263	435	61	82	174
cdcp2	54	53	77	51	100	26
cdh1	447	501	1026	147	212	663
cdh10	111	253	461	66	122	57
cdh11	27	58	78	19	33	11
cdh13	1340	3849	1064	60	203	34
cdh15	2	4	4	6	6	4
CDH16	9	8	7	2	4	3
cdh17	50	63	33	26	75	7
cdh18	14	16	28	25	62	8
CDH19	1	3	6	7	13	10
cdh2	1396	2321	1218	1587	3296	802
cdh23	5	15	9	6	12	3
CDH26	137	306	113	50	89	32
cdh4	8	10	18	10	18	12
cdh5	0	0	1	0	1	0
cdh6	0	0	4	3	6	3
cdh7	6	17	8	18	34	1
CDH8	0	0	3	3	4	0
cdhr1a	1	1	2	0	1	1
cdhr5b	2	3	0	2	2	4
CDIP1	1291	1745	1430	1362	1917	1225
cdipt	3294	3091	3153	2910	3695	1818
cdk1	19892	14264	15112	12140	14105	1435
cdk10	1561	1805	1989	1356	2102	904
cdk11b	2904	4006	3039	1581	2908	1011
cdk12	10465	16523	15923	11646	22659	13570
cdk13	4785	7026	5777	4433	8392	3689
CDK14	61	189	112	85	215	63
cdk15	1656	2140	2875	3157	5201	2727
cdk16	2354	3590	2829	2646	4779	1780
CDK18	1	4	1	2	1	2
cdk19	29	68	90	95	147	89
cdk2	2344	1900	1666	1357	2045	240
cdk20	156	222	160	186	379	162
cdk2ap2	1604	1938	1769	1069	1998	1120
cdk4	1737	2166	1691	1398	2286	1086
cdk5	713	733	837	758	976	402
cdk5r1a	1	0	0	0	2	2
cdk5r1b	10	6	8	13	13	5
cdk5r2a	4	10	1	3	5	0
cdk5r2b	8	5	5	6	11	2
CDK5RAP1	349	362	463	460	529	226
CDK5RAP2	5014	7960	7345	7092	11810	5132
cdk5rap3	1379	1660	1575	1251	2081	881
cdk6	4391	7022	5511	4757	9103	2009
cdk7	2396	1924	2652	2207	2411	1308
cdk8	2851	4194	3555	2408	4785	1959
cdk9	5483	5651	6933	5949	8379	4248
cdkal1	1689	2051	1458	1093	2100	921
cdkl1	24	25	29	70	79	21
cdkl5	170	282	152	317	554	152
cdkn1a	1337	1427	1628	998	1473	822
cdkn1ba	357	306	457	364	411	271
cdkn1bb	6	1	3	7	7	2
cdkn1c	332	222	706	455	337	498
cdkn1d	44	69	32	140	176	66
cdkn2aip	831	791	868	857	1071	410
cdkn2aipnl	4962	4637	5279	2987	4223	2044
cdkn2c	1537	1591	1183	1197	1815	230
cdkn2d	79	97	70	44	121	7
cdkn3	1369	907	1025	888	1068	235
cdnf	22	19	28	16	27	9
cdon	2646	7212	2748	748	1900	142
CDPF1	2192	1299	1485	1213	1157	609
cdr2a	23	28	49	49	91	55
cdr2l	1654	1887	1205	1833	2379	302
cds1	408	713	709	687	1185	611
cds2	4896	6190	6969	5674	9788	6551
cdt1	627	830	566	384	744	181
cdv3	24835	27898	28598	18101	28562	16333
